SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1809 Ridgewick Rd,Glen Burnie,MD,21061,413000,4,3.0,HARUNDALE,1668,5974,1960,1,248,,Active,July-23-2023 11:30 AM,July-23-2023 01:30 PM,https://www.redfin.com/MD/Glen-Burnie/1809-Ridgewick-Rd-21061/home/10249842,BRIGHT MLS,MDAA2065186,N,Y,39.1430012,-76.6115985
MLS Listing,,Townhouse,Drydock Way Unit MOZART,Brooklyn Park,MD,21225,414099,3,2.5,CEDAR HILL,1916,,2023,231,216,97,Active,,,https://www.redfin.com/MD/Brooklyn-Park/Drydock-Way-21225/unit-MOZART/home/184772197,BRIGHT MLS,MDAA2049618,N,Y,39.20983499,-76.60788044
MLS Listing,,Townhouse,2600 Chancellor Ct,Odenton,MD,21113,414900,3,2.5,PINEY ORCHARD,1575,1728,1998,7,263,67,Pre On-Market,,,https://www.redfin.com/MD/Odenton/2600-Chancellor-Ct-21113/home/10357855,BRIGHT MLS,MDAA2063572,N,Y,39.0664696,-76.7269548
MLS Listing,,Townhouse,815 Oyster Ct,Odenton,MD,21113,414989,3,2.5,PINEY ORCHARD,1490,,2001,13,279,83,Active,,,https://www.redfin.com/MD/Odenton/815-Oyster-Ct-21113/home/10360314,BRIGHT MLS,MDAA2063488,N,Y,39.0551918,-76.7167735
MLS Listing,,Single Family Residential,704 Mayo Rd,Glen Burnie,MD,21061,415000,3,2.0,GLEN BURNIE PARK,1531,7115,1959,19,271,,Active,,,https://www.redfin.com/MD/Glen-Burnie/704-Mayo-Rd-21061/home/10334671,BRIGHT MLS,MDAA2063338,N,Y,39.1442268,-76.6396242
MLS Listing,,Single Family Residential,400 Winton Ave,Glen Burnie,MD,21061,415000,4,2.0,FERNDALE FARMS,1244,6000,1968,6,334,,Pre On-Market,,,https://www.redfin.com/MD/Glen-Burnie/400-Winton-Ave-21061/home/10404779,BRIGHT MLS,MDAA2064664,N,Y,39.1863696,-76.6442634
MLS Listing,,Single Family Residential,203 Exeter Ct,Linthicum Heights,MD,21090,415000,3,2.0,HILLSIDE ACRES,1632,8415,1957,19,254,,Active,,,https://www.redfin.com/MD/Linthicum-Hts/203-Exeter-Ct-21090/home/10415008,BRIGHT MLS,MDAA2063220,N,Y,39.214443,-76.6484154
MLS Listing,,Single Family Residential,209 Hollywood Ct,Glen Burnie,MD,21060,415000,4,2.0,HAMMARLEE ESTATES,1890,6529,1958,6,220,,Active,,,https://www.redfin.com/MD/Glen-Burnie/209-Hollywood-Ct-21060/home/10412324,BRIGHT MLS,MDAA2063738,N,Y,39.1742087,-76.6025712
MLS Listing,,Single Family Residential,8078 Escalon Ave,Pasadena,MD,21122,415000,4,3.0,GREEN HAVEN,1188,4750,1990,4,349,,Active,,,https://www.redfin.com/MD/Pasadena/8078-Escalon-Ave-21122/home/10244470,BRIGHT MLS,MDAA2064880,N,Y,39.1324071,-76.5530853
MLS Listing,,Single Family Residential,1418 Fairbanks Dr,Hanover,MD,21076,420000,3,2.0,HARMANS WOODS,1580,6171,1986,1,266,,Pre On-Market,July-22-2023 11:00 AM,July-22-2023 01:00 PM,https://www.redfin.com/MD/Hanover/1418-Fairbanks-Dr-21076/home/10337416,BRIGHT MLS,MDAA2063516,N,Y,39.1409815,-76.7004831
MLS Listing,,Single Family Residential,2015 Valley Rd,Annapolis,MD,21401,420000,3,2.0,ROLLING KNOLLS,1620,12245,1966,3,259,,Pre On-Market,,,https://www.redfin.com/MD/Annapolis/2015-Valley-Rd-21401/home/10054614,BRIGHT MLS,MDAA2063444,N,Y,38.9947407,-76.5539032
MLS Listing,,Single Family Residential,1021 4th St,Glen Burnie,MD,21060,424000,3,2.0,POINT PLEASANT,1632,7375,1988,31,260,,Active,,,https://www.redfin.com/MD/Glen-Burnie/1021-4th-St-21060/home/10422843,BRIGHT MLS,MDAA2062806,N,Y,39.1811519,-76.5858259
MLS Listing,,Single Family Residential,263 10th St,Pasadena,MD,21122,424900,3,2.0,CHELSEA BEACH,2416,10725,1973,3,176,,Pre On-Market,,,https://www.redfin.com/MD/Pasadena/263-10th-St-21122/home/10202750,BRIGHT MLS,MDAA2064836,N,Y,39.1009455,-76.5173675
MLS Listing,,Townhouse,2006 Peggy Stewart Way #208,Annapolis,MD,21401,425000,2,2.5,TIDEWATER COLONY OF ANNAPOLIS,1578,,1996,4,269,420,Active,,,https://www.redfin.com/MD/Annapolis/2006-Peggy-Stewart-Way-21401/unit-208/home/10072544,BRIGHT MLS,MDAA2064070,N,Y,38.9938543,-76.5221729
MLS Listing,,Single Family Residential,8261 Minton Ct,Millersville,MD,21108,425000,3,1.5,VILLAGE OF OLDE MILL,1558,8294,1971,33,273,,Active,,,https://www.redfin.com/MD/Millersville/8261-Minton-Ct-21108/home/10308684,BRIGHT MLS,MDAA2062048,N,Y,39.1187154,-76.6081682
MLS Listing,,Condo/Co-op,1511 Feral Dae Ln #203,Annapolis,MD,21409,425000,2,2.0,FOUR SEASONS AT ST. MARGARETS CONDO,1442,,2008,9,295,434,Pre On-Market,,,https://www.redfin.com/MD/Annapolis/1511-Feral-Dae-Ln-21409/unit-203/home/23425794,BRIGHT MLS,MDAA2063670,N,Y,39.028539,-76.44685
MLS Listing,,Single Family Residential,7949 Central Rd,Pasadena,MD,21122,425000,3,2.0,BAHAMA BEACH,1512,12000,1939,18,281,,Active,,,https://www.redfin.com/MD/Pasadena/7949-Central-Rd-21122/home/10142973,BRIGHT MLS,MDAA2063812,N,Y,39.1343365,-76.4601323
MLS Listing,,Single Family Residential,585 Fairhaven Rd,Tracys Landing,MD,20779,425000,3,1.0,REGULARS,1184,72310,1910,36,359,,Active,,,https://www.redfin.com/MD/Tracys-Landing/585-Fairhaven-Rd-20779/home/10468233,BRIGHT MLS,MDAA2062332,N,Y,38.7481733,-76.5580123
MLS Listing,,Single Family Residential,1628 Oldtown Rd,Edgewater,MD,21037,425000,3,2.0,WOODLAND BEACH,1972,6098,1960,29,216,,Active,,,https://www.redfin.com/MD/Edgewater/1628-Oldtown-Rd-21037/home/9910226,BRIGHT MLS,MDAA2062712,N,Y,38.9332561,-76.5461814
MLS Listing,,Single Family Residential,257 Margate Dr,Glen Burnie,MD,21060,425500,4,2.0,MARGATE,1879,10000,1960,11,226,,Active,,,https://www.redfin.com/MD/Glen-Burnie/257-Margate-Dr-21060/home/10417780,BRIGHT MLS,MDAA2064372,N,Y,39.1670618,-76.59337
MLS Listing,,Single Family Residential,208 Mary Ct,Glen Burnie,MD,21061,429000,4,2.0,OLAN PLAZA,1670,11205,1959,1,257,,Pre On-Market,,,https://www.redfin.com/MD/Glen-Burnie/208-Mary-Ct-21061/home/186128934,BRIGHT MLS,MDAA2065026,N,Y,39.1796329,-76.630283
MLS Listing,,Townhouse,Workers Dr Unit MENDELSSOHN,Brooklyn Park,MD,21225,429990,3,2.5,CEDAR HILL,2093,,2023,314,205,97,Active,,,https://www.redfin.com/MD/Brooklyn-Park/Workers-DR-21225/unit-MENDELSSOHN/home/184772124,BRIGHT MLS,MDAA2044508,N,Y,39.20947141,-76.60826829
MLS Listing,,Single Family Residential,5492 Nutwell Sudley Rd,Deale,MD,20751,430000,4,2.0,REGULARS,1184,119354,1971,8,363,,Active,,,https://www.redfin.com/MD/Deale/5492-Nutwell-Sudley-Rd-20751/home/10467597,BRIGHT MLS,MDAA2061894,N,Y,38.8121817,-76.5772914
MLS Listing,,Single Family Residential,1510 Hickory Wood Dr,Annapolis,MD,21409,430000,3,1.5,WHISPERING WOODS,1400,5407,1983,5,307,25,Active,,,https://www.redfin.com/MD/Annapolis/1510-Hickory-Wood-Dr-21409/home/10314234,BRIGHT MLS,MDAA2064796,N,Y,39.0257717,-76.4790594
MLS Listing,,Single Family Residential,647 C St,Pasadena,MD,21122,434900,3,2.0,CHELSEA BEACH,1512,15000,1975,21,288,,Active,,,https://www.redfin.com/MD/Pasadena/647-C-St-21122/home/10203003,BRIGHT MLS,MDAA2063480,N,Y,39.1050315,-76.5238859
MLS Listing,,Single Family Residential,368 Cecilton S,Laurel,MD,20724,435000,3,2.5,MARYLAND CITY,1412,8100,1963,15,308,,Active,,,https://www.redfin.com/MD/Laurel/368-Cecilton-S-20724/home/10348048,BRIGHT MLS,MDAA2062506,N,Y,39.0898019,-76.8162098
MLS Listing,,Townhouse,8032 Ians Aly,Laurel,MD,20724,435000,4,3.5,RUSSETT,1940,1200,2004,12,224,98,Active,,,https://www.redfin.com/MD/Laurel/8032-Ians-Aly-20724/home/10477200,BRIGHT MLS,MDAA2064234,N,Y,39.1102813,-76.7926741
MLS Listing,,Vacant Land,322 Kingsberry Dr,Annapolis,MD,21409,439000,,,ST MARGARETS FARM,,110072,,33,,83,Active,,,https://www.redfin.com/MD/Annapolis/322-Kingsberry-Dr-21409/home/10289426,BRIGHT MLS,MDAA2062648,N,Y,39.0136379,-76.4670407
MLS Listing,,Single Family Residential,402 Lily Brook Ct,Pasadena,MD,21122,439900,3,2.5,SANDY OAKS,2504,7564,1994,3,176,,Active,,,https://www.redfin.com/MD/Pasadena/402-Lily-Brook-Ct-21122/home/10284956,BRIGHT MLS,MDAA2064998,N,Y,39.1388839,-76.5694808
MLS Listing,,Townhouse,1482 Carlyle Ct,Crofton,MD,21114,439900,3,3.0,LAKE LOUISE,1814,,1975,26,243,168,Active,,,https://www.redfin.com/MD/Crofton/1482-Carlyle-Ct-21114/home/10030621,BRIGHT MLS,MDAA2062646,N,Y,39.011435,-76.69521
MLS Listing,,Townhouse,250 Saint Michaels Cir #41,Odenton,MD,21113,439900,4,3.5,SEVEN OAKS,2350,1650,1991,4,187,74,Active,,,https://www.redfin.com/MD/Odenton/250-St-Michaels-Cir-21113/unit-41/home/143388746,BRIGHT MLS,MDAA2064882,N,Y,39.1041406,-76.7184498
MLS Listing,,Single Family Residential,119 5th Ave SE,Glen Burnie,MD,21061,440000,4,2.5,GLEN OAK TERRACE,1991,8000,1926,26,221,,Active,,,https://www.redfin.com/MD/Glen-Burnie/119-5th-Ave-SE-21061/home/10238458,BRIGHT MLS,MDAA2062078,N,Y,39.1570665,-76.6267629
MLS Listing,,Single Family Residential,1703 Riverdale Dr,Edgewater,MD,21037,440000,3,2.5,WOODLAND BEACH,1320,4000,1984,7,333,,Pre On-Market,,,https://www.redfin.com/MD/Edgewater/1703-Riverdale-Dr-21037/home/9915889,BRIGHT MLS,MDAA2064624,N,Y,38.933344,-76.5526727
MLS Listing,,Single Family Residential,7802 Stafford Hill Ct,Glen Burnie,MD,21061,445000,3,2.5,MYERS ESTATES,1602,7996,1983,6,278,8,Active,,,https://www.redfin.com/MD/Glen-Burnie/7802-Stafford-Hill-Ct-21061/home/186064837,BRIGHT MLS,MDAA2063656,N,Y,39.136368,-76.6548304
MLS Listing,,Vacant Land,1139 Thompson Ave,Severn,MD,21144,445000,,,THOMPSON FARMS,,127195,,494,,,Active,,,https://www.redfin.com/MD/Severn/1139-Thompson-Ave-21144/home/10382317,BRIGHT MLS,MDAA2026848,N,Y,39.126465,-76.6728289
MLS Listing,,Single Family Residential,508 West Dr,Severna Park,MD,21146,447000,3,2.0,CARROLLTON MANOR,1772,9650,1967,39,252,,Active,,,https://www.redfin.com/MD/Severna-Park/508-West-Dr-21146/home/10196232,BRIGHT MLS,MDAA2061964,N,Y,39.0814816,-76.5839279
MLS Listing,,Single Family Residential,1050 Tudor Dr,Crownsville,MD,21032,449000,3,2.0,SUNRISE BEACH,1460,11875,1972,3,308,,Pre On-Market,July-22-2023 11:00 AM,July-22-2023 01:00 PM,https://www.redfin.com/MD/Crownsville/1050-Tudor-Dr-21032/home/10067617,BRIGHT MLS,MDAA2064930,N,Y,39.0691255,-76.5941753
MLS Listing,,Single Family Residential,107 Ferndale Ave,Glen Burnie,MD,21061,449500,5,4.0,FERNDALE FARMS,1449,8000,1948,2,310,,Pre On-Market,July-22-2023 11:00 AM,July-22-2023 01:00 PM,https://www.redfin.com/MD/Glen-Burnie/107-Ferndale-Ave-21061/home/10403965,BRIGHT MLS,MDAA2065038,N,Y,39.1867657,-76.6377289
MLS Listing,,Single Family Residential,7915 Innkeeper Dr,Severn,MD,21144,449900,4,2.5,THE PROVINCES,1871,8571,1972,26,240,,Active,,,https://www.redfin.com/MD/Severn/7915-Innkeeper-Dr-21144/home/10363480,BRIGHT MLS,MDAA2063036,N,Y,39.1346495,-76.7324572
MLS Listing,,Single Family Residential,8489 Arbutus Rd,Pasadena,MD,21122,449900,5,3.0,RIVIERA BEACH,1479,9818,1955,95,304,,Active,,,https://www.redfin.com/MD/Pasadena/8489-Arbutus-Rd-21122/home/10279471,BRIGHT MLS,MDAA2057928,N,Y,39.1600855,-76.5149736
MLS Listing,,Single Family Residential,529 Highland Dr,Edgewater,MD,21037,449900,4,3.0,WOODLAND BEACH,2261,8100,1945,7,199,,Active,,,https://www.redfin.com/MD/Edgewater/529-Highland-Dr-21037/home/9907786,BRIGHT MLS,MDAA2063098,N,Y,38.9262869,-76.548936
MLS Listing,,Townhouse,2721 Piscataway Run Dr,Odenton,MD,21113,449990,2,3.0,PINEY ORCHARD,1968,1700,2000,13,229,81,Active,,,https://www.redfin.com/MD/Odenton/2721-Piscataway-Run-Dr-21113/home/10359946,BRIGHT MLS,MDAA2063802,N,Y,39.0573327,-76.7152006
MLS Listing,,Vacant Land,1104 Captain Bell Ct,Davidsonville,MD,21035,449990,,,CARRIAGE ESTATES,,56628,,3,,,Active,,,https://www.redfin.com/MD/Davidsonville/1104-Captain-Bell-Ct-21035/home/9948939,BRIGHT MLS,MDAA2064980,N,Y,38.973757,-76.641064
New Construction Plan,,Townhouse,Baywood,Laurel,MD,20724,449990,3,3.0,Watershed,1563,,,,288,,Active,,,https://www.redfin.com/MD/Laurel/Watershed/Baywood/home/177059236,NewHomeSource.com,Plan-241857189,N,Y,39.0927002,-76.7861254
MLS Listing,,Townhouse,316 Ibis Ct,Laurel,MD,20724,449990,3,3.0,ARUNDEL GATEWAY,1563,2038,2023,3,288,110,Active,July-19-2023 10:30 AM,July-19-2023 04:00 PM,https://www.redfin.com/MD/Laurel/316-Ibis-Ct-20724/home/173195548,BRIGHT MLS,MDAA2064964,N,Y,39.0915211,-76.7843546
MLS Listing,,Single Family Residential,226 9th St,Pasadena,MD,21122,449999,3,1.5,CHELSEA BEACH,1968,15000,1971,39,229,,Active,,,https://www.redfin.com/MD/Pasadena/226-9th-St-21122/home/10202347,BRIGHT MLS,MDAA2062204,N,Y,39.1023002,-76.5190387
MLS Listing,,Single Family Residential,812 Miner Rd,Crownsville,MD,21032,450000,3,2.0,SUNRISE BEACH,1848,12180,1967,7,244,,Pre On-Market,,,https://www.redfin.com/MD/Crownsville/812-Miner-Rd-21032/home/10062309,BRIGHT MLS,MDAA2064568,N,Y,39.0630998,-76.5881246
MLS Listing,,Single Family Residential,508 Cedar Ave,Edgewater,MD,21037,450000,3,2.0,BEVERLEY BEACH,1544,12460,1983,6,291,,Pre On-Market,,,https://www.redfin.com/MD/Edgewater/508-Cedar-Ave-21037/home/9867122,BRIGHT MLS,MDAA2064712,N,Y,38.8805061,-76.5060299
MLS Listing,,Vacant Land,5705 Iron Stone Rd,Lothian,MD,20711,450000,,,THE VINEYARD,,303613,,90,,100,Active,,,https://www.redfin.com/MD/Lothian/5705-Iron-Stone-Rd-20711/home/11224112,BRIGHT MLS,MDAA2058282,N,Y,38.7803046,-76.6065472
MLS Listing,,Single Family Residential,7535 Harmans Rd,Harmans,MD,21077,450000,3,3.0,DORSEY RUN,1990,8448,1992,5,226,,Active,,,https://www.redfin.com/MD/Harmans/7535-Harmans-Rd-21077/home/10328759,BRIGHT MLS,MDAA2064318,N,Y,39.1544321,-76.7024676
MLS Listing,,Single Family Residential,914 Van Buren St,Annapolis,MD,21403,450000,3,1.5,REGULARS,1416,9370,1910,4,318,,Pre On-Market,,,https://www.redfin.com/MD/Annapolis/914-Van-Buren-St-21403/home/10440489,BRIGHT MLS,MDAA2064522,N,Y,38.9622793,-76.4917548
MLS Listing,,Single Family Residential,8435 Bedford Rd,Pasadena,MD,21122,450000,4,2.0,SUNSET BEACH,1722,10000,1955,4,261,,Pre On-Market,,,https://www.redfin.com/MD/Pasadena/8435-Bedford-Rd-21122/home/10293768,BRIGHT MLS,MDAA2064904,N,Y,39.1589196,-76.5217036
MLS Listing,,Single Family Residential,821 E Pasadena Rd,Pasadena,MD,21122,450000,4,1.5,REGULARS,1980,61855,1980,5,227,,Active,,,https://www.redfin.com/MD/Pasadena/821-E-Pasadena-Rd-21122/home/10107750,BRIGHT MLS,MDAA2063970,N,Y,39.1105284,-76.5594346
MLS Listing,,Single Family Residential,514 Cheddington,Linthicum Heights,MD,21090,450000,4,3.0,CRESTWOOD,2792,8906,1958,58,161,,Active,,,https://www.redfin.com/MD/Linthicum/514-Cheddington-Rd-21090/home/10400087,BRIGHT MLS,MDAA2057862,N,Y,39.2162657,-76.6625456
MLS Listing,,Townhouse,7765 Venice Ln,Severn,MD,21144,455000,3,2.5,SEVERN MEADOWS,2184,1460,2020,3,208,95,Active,,,https://www.redfin.com/MD/Severn/7765-Venice-Ln-21144/home/144890898,BRIGHT MLS,MDAA2064706,N,Y,39.1436193,-76.6830813
MLS Listing,,Single Family Residential,1611 Colony Rd,Pasadena,MD,21122,458000,3,1.0,ROCK CREEK PARK,2282,22800,1958,11,201,,Active,,,https://www.redfin.com/MD/Pasadena/1611-Colony-Rd-21122/home/10280954,BRIGHT MLS,MDAA2063614,N,Y,39.1441702,-76.4926583
MLS Listing,,Single Family Residential,248 Elkton S,Laurel,MD,20724,458000,5,3.0,MARYLAND CITY,2016,7076,1964,28,227,,Active,,,https://www.redfin.com/MD/Laurel/248-Elkton-S-20724/home/10347182,BRIGHT MLS,MDAA2062496,N,Y,39.0958999,-76.8188233
MLS Listing,,Single Family Residential,5778 Shady Side Rd,Churchton,MD,20733,459900,4,2.0,REGULARS,1500,55757,1964,4,307,,Pre On-Market,,,https://www.redfin.com/MD/Churchton/5778-Shady-Side-Rd-20733/home/10459516,BRIGHT MLS,MDAA2064844,N,Y,38.816555,-76.5253055
MLS Listing,,Single Family Residential,3361 Glebe Dr,Edgewater,MD,21037,459900,4,2.0,GLEBE HEIGHTS,1632,13618,1959,6,282,,Pre On-Market,,,https://www.redfin.com/MD/Edgewater/3361-Glebe-Dr-21037/home/9874058,BRIGHT MLS,MDAA2064718,N,Y,38.9251875,-76.5402205
MLS Listing,,Single Family Residential,8056 Outing Ave,Pasadena,MD,21122,460000,4,2.5,GREEN HAVEN,2208,5000,2017,26,208,,Active,,,https://www.redfin.com/MD/Pasadena/8056-Outing-Ave-21122/home/11223934,BRIGHT MLS,MDAA2061708,N,Y,39.127804,-76.5491054
MLS Listing,,Single Family Residential,407 Lily Brook Ct,Pasadena,MD,21122,465000,3,2.0,SANDY OAKS,1870,7839,1995,73,249,,Active,,,https://www.redfin.com/MD/Pasadena/407-Lily-Brook-Ct-21122/home/10284972,BRIGHT MLS,MDAA2059462,N,Y,39.1382615,-76.5695577
MLS Listing,,Single Family Residential,610 Laurel Dr,Pasadena,MD,21122,465000,3,2.0,LAUREL ACRES,1579,7500,1959,18,294,,Active,,,https://www.redfin.com/MD/Pasadena/610-Laurel-Dr-21122/home/10254843,BRIGHT MLS,MDAA2063718,N,Y,39.0970447,-76.5195356
MLS Listing,,Single Family Residential,843 Spa Rd,Annapolis,MD,21401,469000,3,2.0,REGULARS,1716,7430,1955,1,273,,Pre On-Market,,,https://www.redfin.com/MD/Annapolis/843-Spa-Rd-21401/home/10439630,BRIGHT MLS,MDAA2064996,N,Y,38.974858,-76.5075996
MLS Listing,,Single Family Residential,4639 Mountain Rd,Pasadena,MD,21122,470000,4,3.0,BOULEVARD PARK,2008,19375,1993,20,234,,Active,,,https://www.redfin.com/MD/Pasadena/4639-Mountain-Rd-21122/home/10165466,BRIGHT MLS,MDAA2063008,N,Y,39.1059793,-76.4787922
MLS Listing,,Townhouse,603 Baystone Ct,Annapolis,MD,21409,470000,3,2.5,COLLEGE PARKWAY PLACE,2200,1600,2001,9,214,137,Active,,,https://www.redfin.com/MD/Annapolis/603-Baystone-Ct-21409/home/10474696,BRIGHT MLS,MDAA2063320,N,Y,39.037091,-76.4637873
MLS Listing,,Single Family Residential,1775 Bennett Pl,Severn,MD,21144,473900,4,3.0,GRANDE VIEW PARK,1520,4000,2000,6,312,8,Pre On-Market,July-23-2023 11:00 AM,July-23-2023 11:30 AM,https://www.redfin.com/MD/Severn/1775-Bennett-Pl-21144/home/10333715,BRIGHT MLS,MDAA2064742,N,Y,39.1091125,-76.691934
MLS Listing,,Single Family Residential,8237 Highpoint,Clearwater Beach,MD,21226,474900,4,1.0,CLEARWATER BEACH,1834,5084,1950,60,259,,Active,,,https://www.redfin.com/MD/Clearwater-Beach/8237-Highpoint-Rd-21226/home/10216162,BRIGHT MLS,MDAA2060664,N,Y,39.1665253,-76.525633
MLS Listing,,Single Family Residential,325 Londontown Rd,Edgewater,MD,21037,474900,3,2.5,WOODLAND BEACH,1936,8020,1974,11,245,,Active,,,https://www.redfin.com/MD/Edgewater/325-Londontown-Rd-21037/home/9908672,BRIGHT MLS,MDAA2063702,N,Y,38.9313166,-76.5542644
MLS Listing,,Single Family Residential,7044 Boston Ave,Rose Haven,MD,20714,474950,2,1.5,ROSE HAVEN,1620,6500,1972,4,293,,Active,,,https://www.redfin.com/MD/Rose-Haven/7044-Boston-Ave-20714/home/10469937,BRIGHT MLS,MDAA2064500,N,Y,38.7232716,-76.5381431
MLS Listing,,Single Family Residential,Wolf Trap Unit CAROLINE VILLA,Glen Burnie,MD,21060,474990,3,2.5,TANYARD SHORES,1978,3369,2023,34,240,210,Active,,,https://www.redfin.com/MD/Glen-Burnie/Wolf-Trap-21060/unit-CAROLINE-VILLA/home/186033443,BRIGHT MLS,MDAA2062520,N,Y,39.17344915,-76.57790386
MLS Listing,,Single Family Residential,7196 Wolf Trap Unit CAROLINE VILLA,Glen Burnie,MD,21060,474990,3,2.5,TANYARD SHORES,1978,3369,2023,11,240,210,Active,,,https://www.redfin.com/MD/Glen-Burnie/7196-Wolf-Trap-21060/unit-CAROLINE-VILLA/home/186033462,BRIGHT MLS,MDAA2064316,N,Y,39.14596,-76.59025
MLS Listing,,Single Family Residential,7192 Wolf Trap Unit CAROLINE VILLA,Glen Burnie,MD,21060,474990,3,2.5,TANYARD SHORES,1978,3369,2023,11,240,210,Active,,,https://www.redfin.com/MD/Glen-Burnie/7192-Wolf-Trap-21060/unit-CAROLINE-VILLA/home/186033376,BRIGHT MLS,MDAA2064314,N,Y,39.14596,-76.59025
MLS Listing,,Single Family Residential,7711 Harmans Rd,Hanover,MD,21076,474990,4,2.0,HARMANS WOODS SOUTH,1619,7503,1985,53,293,,Active,,,https://www.redfin.com/MD/Hanover/7711-Harmans-Rd-21076/home/10335895,BRIGHT MLS,MDAA2061214,N,Y,39.1431328,-76.7112724
MLS Listing,,Single Family Residential,1556 Dennis Rd,Shady Side,MD,20764,475000,4,2.5,REGULARS,2600,43560,1949,96,183,,Active,,,https://www.redfin.com/MD/Shady-Side/1556-Dennis-Rd-20764/home/10459191,BRIGHT MLS,MDAA2052684,N,Y,38.8250324,-76.5009931
MLS Listing,,Townhouse,7050 Ingrahm Dr,Glen Burnie,MD,21060,475000,3,3.0,TANYARD SPRINGS,2473,1781,2010,11,192,93,Active,,,https://www.redfin.com/MD/Glen-Burnie/7050-Ingrahm-Dr-21060/home/18987799,BRIGHT MLS,MDAA2063976,N,Y,39.1718303,-76.5625934
MLS Listing,,Single Family Residential,1104 Oak View Dr,Crownsville,MD,21032,475000,3,2.0,SUNRISE BEACH,1622,15500,1965,1,293,,Pre On-Market,July-22-2023 11:00 AM,July-22-2023 01:00 PM,https://www.redfin.com/MD/Crownsville/1104-Oak-View-Dr-21032/home/10065772,BRIGHT MLS,MDAA2065028,N,Y,39.07123,-76.5985087
MLS Listing,,Single Family Residential,5707 Lowell St,Brooklyn,MD,21225,475000,4,2.5,ROLAND TERRACE,1891,15080,2023,7,251,,Active,,,https://www.redfin.com/MD/Brooklyn/5707-Lowell-St-21225/home/10424694,BRIGHT MLS,MDAA2063792,N,Y,39.2165635,-76.6020705
MLS Listing,,Single Family Residential,7704 Zena Marie Ln,Pasadena,MD,21122,475000,3,2.5,GREEN HAVEN,1781,8478,2012,1,267,,Pre On-Market,July-23-2023 12:00 PM,July-23-2023 02:00 PM,https://www.redfin.com/MD/Pasadena/7704-Zena-Marie-Ln-21122/home/40383716,BRIGHT MLS,MDAA2065074,N,Y,39.1414817,-76.5428849
MLS Listing,,Single Family Residential,1368 Galloway Rd,Odenton,MD,21113,475000,4,3.0,REGULARS,1540,12686,1940,54,308,,Active,,,https://www.redfin.com/MD/Odenton/1368-Galloway-Rd-21113/home/10317699,BRIGHT MLS,MDAA2060866,N,Y,39.0748714,-76.7052445
MLS Listing,,Single Family Residential,16 North Carolina Ave,Pasadena,MD,21122,475000,3,2.5,BOULEVARD PARK,1582,11500,1972,3,300,,Active,,,https://www.redfin.com/MD/Pasadena/16-North-Carolina-Ave-21122/home/10167356,BRIGHT MLS,MDAA2064806,N,Y,39.1051122,-76.4797372
MLS Listing,,Townhouse,460 Cranes Roost Ct,Annapolis,MD,21409,477700,3,2.5,WOODS LANDING,2342,3890,1984,4,204,125,Pre On-Market,August-5-2023 11:00 AM,August-5-2023 01:00 PM,https://www.redfin.com/MD/Annapolis/460-Cranes-Roost-Ct-21409/home/10312680,BRIGHT MLS,MDAA2056582,N,Y,39.0311484,-76.4344127
MLS Listing,,Single Family Residential,1410 Spring Plow Ct,Severn,MD,21144,479900,3,3.0,GRAHAM FARM,1900,1900,1999,1,253,10,Active,,,https://www.redfin.com/MD/Severn/1410-Spring-Plow-Ct-21144/home/10333114,BRIGHT MLS,MDAA2065134,N,Y,39.1385679,-76.7041364
MLS Listing,,Vacant Land,925 S Wieker Rd,Severn,MD,21144,480000,,,REGULARS,,261360,,80,,,Active,,,https://www.redfin.com/MD/Severn/925-S-Wieker-Rd-21144/home/10319708,BRIGHT MLS,MDAA2059008,N,Y,39.141816,-76.680705
MLS Listing,,Vacant Land,5710 Iron Stone Rd,Lothian,MD,20711,480000,,,THE VINEYARD,,679100,,141,,133,Active,,,https://www.redfin.com/MD/Lothian/5710-Iron-Stone-Rd-20711/home/11224106,BRIGHT MLS,MDAA2046762,N,Y,38.777401,-76.61086
MLS Listing,,Townhouse,2603 Waltham Ct,Crofton,MD,21114,484000,3,3.0,WALDEN,2089,1760,1993,11,232,72,Active,,,https://www.redfin.com/MD/Crofton/2603-Waltham-Ct-21114/home/10092249,BRIGHT MLS,MDAA2063146,N,Y,39.0219901,-76.6807714
MLS Listing,,Single Family Residential,829 Fernhill Rd,Clearwater Beach,MD,21226,484900,4,3.5,CLEARWATER BEACH,2100,5563,2023,40,231,,Active,July-22-2023 10:00 AM,July-22-2023 11:00 AM,https://www.redfin.com/MD/Clearwater-Beach/829-Fernhill-Rd-21226/home/178544262,BRIGHT MLS,MDAA2061974,N,Y,39.169421,-76.527039
